# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:35:08 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
#
pl_name	hostname	st_teff	st_tefferr1	st_tefferr2	st_tefflim	st_rad	st_raderr1	st_raderr2	st_mass	st_masserr1	st_masserr2	st_masslim	st_rotp	st_rotperr1	st_rotperr2	st_rotplim
HD 160691 c	HD 160691								1.08			0				
HD 160691 c	HD 160691	5771.56	119.41	-84.05	0	1.38	0.05	-0.06	1.03	0.15	-0.11	0				
HD 160691 d	HD 160691	5771.56	119.41	-84.05	0	1.38	0.05	-0.06	1.03	0.15	-0.11	0				
HD 160691 d	HD 160691	5813.00	40.00	-40.00	0				1.10	0.05	-0.05	0				
HD 160691 d	HD 160691								1.08			0				
HD 160691 e	HD 160691								1.08			0				
HD 160691 e	HD 160691	5771.56	119.41	-84.05	0	1.38	0.05	-0.06	1.03	0.15	-0.11	0				
HD 161178 b	HD 161178	4786.00			0	10.95	0.42	-0.54	1.06	0.25	-0.17	0				
HD 16141 b	HD 16141	5794.00	44.00	-44.00	0				1.12			0				
HD 16141 b	HD 16141	5771.02	97.35	-97.35	0	1.55	0.04	-0.04	1.10	0.07	-0.07	0				
HD 16141 b	HD 16141	5757.00	9.00	-9.00	0	1.48	0.02	-0.02	1.11	0.06	-0.06	0				
HD 16175 b	HD 16175	5981.00	17.00	-17.00	0	1.72	0.03	-0.03	1.63	0.14	-0.14	0				
HD 16175 b	HD 16175	6080.00	70.00	-70.00	0	1.68	0.04	-0.04	1.29	0.09	-0.09	0				
HD 16175 b	HD 16175	6022.00	34.00	-34.00	0				1.34	0.14	-0.14	0	19.70	5.50	-5.50	0
HD 162020 b	HD 162020	4830.00	80.00	-80.00	0				0.75			0				
HD 162020 b	HD 162020	4723.00	71.00	-71.00	0	0.75	0.03	-0.03	0.42	0.18	-0.18	0				
HD 163607 b	HD 163607	5522.00			0	1.76			1.12			0				
HD 163607 b	HD 163607	5522.00			0	1.76	0.07	-0.07	1.12	0.16	-0.16	0				
HD 163607 b	HD 163607	5543.00	44.00	-44.00	0	1.63	0.07	-0.07	1.09	0.02	-0.02	0				
HD 163607 c	HD 163607	5522.00			0	1.76	0.07	-0.07	1.12	0.16	-0.16	0				
HD 163607 c	HD 163607	5543.00	44.00	-44.00	0	1.63	0.07	-0.07	1.09	0.02	-0.02	0				
HD 163607 c	HD 163607	5522.00			0	1.76			1.12			0				
HD 16417 b	HD 16417								1.20			0				
HD 164509 b	HD 164509	5922.00	44.00	-44.00	0	1.06	0.03	-0.03	1.13	0.02	-0.02	0				
HD 164509 b	HD 164509	5859.00			0	1.11	0.06	-0.06	1.12	0.19	-0.19	0				
HD 164595 b	HD 164595	5790.00	40.00	-40.00	0				0.99	0.03	-0.03	0				
HD 164604 b	HD 164604	4684.00	135.00	-37.00	0				0.77	0.04	-0.04	0				
HD 164604 b	HD 164604								0.80			0				
HD 164922 b	HD 164922	5390.00	30.00	-30.00	0	0.95	0.01	-0.02	0.93	0.03	-0.04	0	42.30	1.30	-0.70	0
HD 164922 b	HD 164922	5385.00			0				0.94			0				
HD 164922 b	HD 164922	5393.43	68.33	-68.33	0	1.00	0.02	-0.02	0.92	0.03	-0.03	0				
HD 164922 b	HD 164922	5293.00	32.00	-32.00	0	1.00	0.02	-0.02	0.87	0.01	-0.01	0				
HD 164922 b	HD 164922	5372.00	12.00	-12.00	0	0.97	0.01	-0.01	0.76	0.06	-0.06	0				
HD 164922 c	HD 164922	5293.00	32.00	-32.00	0	1.00	0.02	-0.02	0.87	0.01	-0.01	0				
HD 164922 c	HD 164922	5393.43	68.33	-68.33	0	1.00	0.02	-0.02	0.92	0.03	-0.03	0				
HD 164922 c	HD 164922	5390.00	30.00	-30.00	0	0.95	0.01	-0.02	0.93	0.03	-0.04	0	42.30	1.30	-0.70	0
HD 164922 d	HD 164922	5393.43	68.33	-68.33	0	1.00	0.02	-0.02	0.92	0.03	-0.03	0				
HD 164922 d	HD 164922	5390.00	30.00	-30.00	0	0.95	0.01	-0.02	0.93	0.03	-0.04	0	42.30	1.30	-0.70	0
HD 164922 e	HD 164922	5393.43	68.33	-68.33	0	1.00	0.02	-0.02	0.92	0.03	-0.03	0				
HD 165155 b	HD 165155	5426.00	100.00	-100.00	0	0.95	0.11	-0.11	1.02	0.05	-0.05	0				
HD 1666 b	HD 1666	6317.00	44.00	-44.00	0	1.93	0.49	-0.49	1.50	0.07	-0.07	0				
HD 166724 b	HD 166724	5127.00	52.00	-52.00	0				0.81	0.02	-0.02	0				
HD 167042 b	HD 167042	4926.09	79.22	-79.22	0	4.90	0.11	-0.11	1.69	0.16	-0.16	0				
HD 167042 b	HD 167042								1.72	0.12	-0.12	0				
HD 167042 b	HD 167042	5010.00	75.00	-75.00	0	4.30	0.07	-0.07	1.64	0.13	-0.13	0				
HD 168009 b	HD 168009	5778.33	94.42	-94.42	0	1.21	0.03	-0.03	0.99	0.04	-0.04	0				
HD 168443 b	HD 168443	5551.00	117.62	-90.42	0	1.68	0.07	-0.08	0.98	0.15	-0.09	0				
HD 168443 b	HD 168443	5491.00	44.00	-44.00	0	1.51	0.06	-0.06	0.99	0.02	-0.02	0				
HD 168443 b	HD 168443															
HD 168443 b	HD 168443	5551.00	117.62	-90.42	0	1.68	0.07	-0.08	0.98	0.15	-0.09	0				
HD 168443 b	HD 168443	5530.02	97.44	-97.44	0	1.71	0.04	-0.04	1.04	0.03	-0.03	0				
HD 168443 c	HD 168443	5491.00	44.00	-44.00	0	1.51	0.06	-0.06	0.99	0.02	-0.02	0				
HD 168443 c	HD 168443	5551.00	117.62	-90.42	0	1.68	0.07	-0.08	0.98	0.15	-0.09	0				
HD 168443 c	HD 168443															
HD 168443 c	HD 168443	5551.00	117.62	-90.42	0	1.68	0.07	-0.08	0.98	0.15	-0.09	0				
HD 168443 c	HD 168443	5530.02	97.44	-97.44	0	1.71	0.04	-0.04	1.04	0.03	-0.03	0				
HD 168746 b	HD 168746	5610.00	30.00	-30.00	0				0.88	0.01	-0.01	0				
HD 168746 b	HD 168746	5618.88	59.69	-59.69	0	1.10	0.02	-0.02	0.89	0.02	-0.02	0				
HD 168746 b	HD 168746	5564.00			0				0.93			0				
HD 168746 b	HD 168746	5570.00	12.00	-12.00	0	1.09	0.02	-0.02	1.07	0.06	-0.06	0				
HD 1690 b	HD 1690	4393.00	85.00	-85.00	0	16.70	3.60	-3.60	1.09	0.15	-0.15	0				
HD 1690 b	HD 1690	4374.00	31.00	-31.00	0	21.66	6.18	-6.18	1.86	1.06	-1.06	0				
HD 169830 b	HD 169830	6299.00			0				1.40			0				
HD 169830 b	HD 169830	6179.26	97.58	-97.58	0	1.94	0.05	-0.05	1.41	0.04	-0.04	0				
HD 169830 b	HD 169830	6300.00	50.00	-50.00	0	1.20			1.40			0				
HD 169830 c	HD 169830	6299.00			0				1.40			0				
HD 169830 c	HD 169830	6179.26	97.58	-97.58	0	1.94	0.05	-0.05	1.41	0.04	-0.04	0				
HD 169830 c	HD 169830								1.41	0.03	-0.11	0				
HD 170469 b	HD 170469	5842.00	28.00	-28.00	0	1.24	0.02	-0.02	1.10	0.08	-0.08	0				
HD 170469 b	HD 170469	5810.00	44.00	-44.00	0	1.22	0.04	-0.04	1.14	0.01	-0.05	0	13.00			0
HD 170469 b	HD 170469	5765.62	100.14	-100.14	0	1.27	0.03	-0.03	1.13	0.05	-0.05	0				
HD 17092 b	HD 17092	4650.00	35.00	-35.00	0				2.30	0.30	-0.30	0				
HD 17092 b	HD 17092								1.55	0.65	-0.25	0				
HD 17092 b	HD 17092	4326.00	148.00	-148.00	0	13.58	1.27	-1.27	6.73	2.24	-2.24	0				
HD 171028 b	HD 171028	5671.00	16.00	-16.00	0	2.47	0.07	-0.07	1.53	0.13	-0.13	0				
HD 171028 b	HD 171028															
HD 171238 b	HD 171238	5467.00	55.00	-55.00	0				0.94	0.03	-0.03	0				
HD 171238 b	HD 171238								0.92	0.03	-0.03	0				
HD 171238 b	HD 171238	5440.00			0	1.01	0.07	-0.07	0.96	0.17	-0.17	0				
HD 17156 b	HD 17156	6079.00	56.00	-56.00	0	1.47	0.07	-0.09	1.20	0.05	-0.05	0	12.80			0
HD 17156 b	HD 17156	5969.00			0	1.47	0.09	-0.09	1.23	0.21	-0.21	0				
HD 17156 b	HD 17156	6079.00	80.00	-80.00	0	1.50	0.01	-0.01	1.27	0.02	-0.02	0				
HD 17156 b	HD 17156					1.51	0.02	-0.02	1.27	0.02	-0.02	0				
HD 17156 b	HD 17156	6100.00	75.00	-75.00	0	1.44	0.08	-0.08	1.24	0.03	-0.03	0				
HD 17156 b	HD 17156	6079.00	56.00	-56.00	0	1.49	0.04	-0.04	1.30	0.07	-0.07	0				
HD 17156 b	HD 17156	6040.00	24.00	-24.00	0	1.55	0.04	-0.04	1.41	0.12	-0.12	0				
HD 173416 b	HD 173416	4683.00	100.00	-100.00	0	13.50	0.90	-0.90	2.00	0.30	-0.30	0				
HD 173416 b	HD 173416								1.30	0.40	-0.40	0				
HD 174205 b	HD 174205	4308.00	25.00	-25.00	0	26.60	0.60	-0.60	1.80	0.10	-0.10	0				
HD 175167 b	HD 175167								1.10			0				
HD 175167 b	HD 175167	5635.00	28.00	-28.00	0	1.75	0.04	-0.04	1.37	0.29	-0.29	0				
HD 175541 b	HD 175541	4970.43	60.43	-60.43	0	4.49	0.12	-0.12	1.45	0.14	-0.14	0				
HD 175541 b	HD 175541	5060.00	44.00	-44.00	0	3.80	0.09	-0.09	1.65	0.12	-0.12	0				
HD 175541 b	HD 175541	5036.00	17.00	-17.00	0	4.47	0.18	-0.18	2.12	0.26	-0.26	0				
HD 175541 b	HD 175541	5013.00			0	4.19			1.39			0				
HD 175607 b	HD 175607	5392.00	17.00	-17.00	0	0.70	0.01	-0.01	0.71	0.01	-0.01	0				
HD 17674 b	HD 17674	5904.00	22.00	-22.00	0	1.18	0.10	-0.10	0.98	0.10	-0.10	0				
HD 176986 b	HD 176986	4931.00	77.00	-77.00	0	0.78	0.04	-0.04	0.79	0.02	-0.02	0	35.90	0.20	-0.20	0
HD 176986 c	HD 176986	4931.00	77.00	-77.00	0	0.78	0.04	-0.04	0.79	0.02	-0.02	0	35.90	0.20	-0.20	0
HD 177565 b	HD 177565								1.00	0.10	-0.10	0				
HD 177830 b	HD 177830	4949.00			0	2.62	0.06	-0.06	1.47			0				
HD 177830 b	HD 177830	4744.94	66.82	-66.82	0	3.58	0.09	-0.09	1.32	0.14	-0.14	0				
HD 177830 b	HD 177830	4923.79	16.87	-16.87	0	3.31										
HD 177830 b	HD 177830	4901.00	37.00	-37.00	0	3.26	0.12	-0.12	1.70	0.28	-0.28	0				
HD 177830 c	HD 177830	4949.00			0	2.62	0.06	-0.06	1.47			0				
HD 177830 c	HD 177830	4744.94	66.82	-66.82	0	3.58	0.09	-0.09	1.32	0.14	-0.14	0				
HD 178911 B b	HD 178911 B	5588.00	115.00	-115.00	0	1.08	0.05	-0.05	1.24	0.58	-0.58	0				
HD 178911 B b	HD 178911 B	5576.10	88.84	-88.84	0	1.03	0.02	-0.02	1.03	0.05	-0.05	0				
HD 178911 B b	HD 178911 B	5668.00	44.00	-44.00	0				1.01	0.06	-0.06	0				
HD 178911 B b	HD 178911 B	5668.00			0				1.06			0				
HD 178911 B b	HD 178911 B								0.87			0				
HD 179079 b	HD 179079	5684.00	44.00	-44.00	0	1.60	0.09	-0.09	1.15	0.03	-0.03	0				
HD 179079 b	HD 179079	5646.00			0	1.63	0.09	-0.09	1.14	0.19	-0.19	0				
HD 179079 b	HD 179079	5730.00	26.00	-26.00	0	1.70	0.04	-0.04	1.53	0.14	-0.14	0				
HD 179949 b	HD 179949	6168.00			0				1.21			0				
HD 179949 b	HD 179949															
HD 179949 b	HD 179949	6176.20	90.22	-90.22	0	1.27	0.03	-0.03	1.22	0.04	-0.04	0				
HD 179949 b	HD 179949								1.24	0.10	-0.10	0				
HD 180053 b	HD 180053	5131.00			0	4.06			1.75			0				
HD 18015 b	HD 18015	5603.00			0	3.13			1.49			0				
HD 180314 b	HD 180314	4924.00	25.00	-25.00	0	8.13	0.30	-0.30	2.20	0.27	-0.27	0				
HD 180314 b	HD 180314								2.30	0.10	-0.40	0				
HD 180314 b	HD 180314	4917.00	100.00	-100.00	0	9.20	0.40	-0.40	2.60	0.30	-0.30	0				
HD 180617 b	HD 180617	3557.00	51.00	-51.00	0	0.45	0.02	-0.02	0.45	0.04	-0.04	0	46.04	0.20	-0.20	0
HD 180617 b	HD 180617	3534.00	51.00	-51.00	0	0.48	0.01	-0.01	0.48	0.02	-0.02	0	50.60	0.41	-0.41	0
HD 180902 b	HD 180902	5030.00	44.00	-44.00	0	4.10	0.10	-0.10	1.52	0.11	-0.11	0				
HD 180902 b	HD 180902	4992.00	3.00	-3.00	0	3.78	0.11	-0.11	1.52	0.09	-0.09	0				
HD 180902 b	HD 180902	4961.00			0	4.16			1.41			0				
HD 181234 b	HD 181234	5386.00	60.00	-60.00	0	1.05	0.07	-0.07	1.01	0.06	-0.06	0	50.80	2.00	-2.00	0
HD 181234 b	HD 181234	5372.83	79.67	-79.67	0	1.06	0.02	-0.02	0.97	0.04	-0.04	0				
HD 181342 b	HD 181342	4945.00			0	4.71			1.69			0				
HD 181342 b	HD 181342	5005.00	18.00	-18.00	0	5.09	0.20	-0.20	2.25	0.31	-0.31	0				
HD 181342 b	HD 181342	5040.00	100.00	-100.00	0	5.12	0.49	-0.49	1.89	0.11	-0.11	0				
HD 181342 b	HD 181342	5014.00	44.00	-44.00	0	4.60	0.10	-0.10	1.84	0.13	-0.13	0				
HD 181433 b	HD 181433	4962.00	134.00	-134.00	0				0.78			0	54.00			0
HD 181433 b	HD 181433	4918.00	15.00	-15.00	0	0.79	0.01	-0.01	0.63	0.07	-0.07	0				
HD 181433 b	HD 181433	4962.00	134.00	-134.00	0				0.78			0				
HD 181433 b	HD 181433	4929.63	127.52	-146.00	0	0.81	0.07	-0.05	0.81	0.09	-0.10	0				
HD 181433 c	HD 181433	4929.63	127.52	-146.00	0	0.81	0.07	-0.05	0.81	0.09	-0.10	0				
HD 181433 c	HD 181433	4962.00	134.00	-134.00	0				0.78			0	54.00			0
HD 181433 c	HD 181433	4962.00	134.00	-134.00	0				0.78			0				
HD 181433 d	HD 181433	4962.00	134.00	-134.00	0				0.78			0				
HD 181433 d	HD 181433	4962.00	134.00	-134.00	0				0.78			0	54.00			0
HD 181433 d	HD 181433	4929.63	127.52	-146.00	0	0.81	0.07	-0.05	0.81	0.09	-0.10	0				
HD 181720 b	HD 181720	5781.00	18.00	-18.00	0	1.39			0.92			0				
HD 181720 b	HD 181720	5736.00	37.00	-37.00	0	1.50	0.07	-0.07	1.03	0.20	-0.20	0				
HD 183263 b	HD 183263	5875.99	101.23	-101.23	0	1.29	0.03	-0.03	1.17	0.05	-0.05	0				
HD 183263 b	HD 183263	5936.00			0				1.17	0.10	-0.10	0				
HD 183263 b	HD 183263	5948.00	27.00	-27.00	0	1.23	0.02	-0.02	1.31	0.07	-0.07	0				
HD 183263 b	HD 183263	5867.00	142.06	-90.69	0	1.29	0.05	-0.06	1.06	0.15	-0.12	0				
HD 183263 b	HD 183263	5867.00	142.06	-90.69	0	1.29	0.05	-0.06	1.06	0.15	-0.12	0				
HD 183263 b	HD 183263	5867.00	142.06	-90.69	0	1.29	0.05	-0.06	1.06	0.15	-0.12	0				
HD 183263 c	HD 183263	5867.00	142.06	-90.69	0	1.29	0.05	-0.06	1.06	0.15	-0.12	0				
HD 183263 c	HD 183263	5867.00	142.06	-90.69	0	1.29	0.05	-0.06	1.06	0.15	-0.12	0				
HD 183263 c	HD 183263	5875.99	101.23	-101.23	0	1.29	0.03	-0.03	1.17	0.05	-0.05	0				
HD 183263 c	HD 183263								1.12	0.06	-0.04	0				
HD 183579 b	HD 183579	5783.54	7.82	-7.82	0	1.08	0.10	-0.10								
HD 183579 b	HD 183579	5706.00	110.00	-110.00	0	0.97	0.01	-0.01	1.03	0.05	-0.05	0	23.20	3.70	-3.70	0
HD 183579 b	HD 183579	5788.00	44.00	-44.00	0	0.98	0.04	-0.03	1.03	0.03	-0.03	0				
HD 185269 b	HD 185269	5983.00	62.00	-62.00	0				1.33	0.07	-0.07	0				
HD 185269 b	HD 185269	5980.00	50.00	-50.00	0	1.88	0.10	-0.10	1.28	0.10	-0.10	0				
HD 185269 b	HD 185269	6048.00	15.00	-15.00	0	2.00	0.05	-0.05	1.57	0.13	-0.13	0				
HD 185269 b	HD 185269	5923.00			0	2.00			1.30			0				
HD 187085 b	HD 187085	6075.00	30.00	-30.00	0				1.22	0.10	-0.06	0				
HD 187085 b	HD 187085	6117.00	27.00	-27.00	0	1.27	0.07	-0.07	1.19	0.02	-0.02	0	21.00			0
HD 187123 b	HD 187123	5830.00	40.00	-40.00	0				1.00	0.10	-0.10	0				
HD 187123 b	HD 187123															
HD 187123 b	HD 187123	5790.00	157.71	-115.06	0	1.15	0.06	-0.06	1.04	0.11	-0.16	0				
HD 187123 b	HD 187123	5765.94	96.26	-96.26	0	1.15	0.03	-0.03	1.02	0.05	-0.05	0				
HD 187123 b	HD 187123	5790.00	157.71	-115.06	0	1.15	0.06	-0.06	1.04	0.11	-0.16	0				
HD 187123 b	HD 187123	5790.00	157.71	-115.06	0	1.15	0.06	-0.06	1.04	0.11	-0.16	0				
HD 187123 c	HD 187123	5765.94	96.26	-96.26	0	1.15	0.03	-0.03	1.02	0.05	-0.05	0				
HD 187123 c	HD 187123								1.04	0.03	-0.02	0				
HD 187123 c	HD 187123	5790.00	157.71	-115.06	0	1.15	0.06	-0.06	1.04	0.11	-0.16	0				
HD 187123 c	HD 187123	5790.00	157.71	-115.06	0	1.15	0.06	-0.06	1.04	0.11	-0.16	0				
HD 18742 b	HD 18742	4940.00			0	5.13			1.36			0				
HD 18742 b	HD 18742	5048.00	44.00	-44.00	0	4.90	0.10	-0.10	1.60	0.11	-0.11	0				
HD 18742 b	HD 18742	5021.00	14.00	-14.00	0	5.88	0.23	-0.23	2.58	0.24	-0.24	0				
HD 188015 b	HD 188015	5746.00			0				1.09			0				
HD 188015 b	HD 188015	5649.50	97.01	-97.01	0	1.13	0.03	-0.03	1.04	0.05	-0.05	0				
HD 188015 b	HD 188015	5745.00			0				1.08			0				
HD 189567 b	HD 189567	5726.00	15.00	-15.00	0				0.83	0.01	-0.01	0				
HD 189567 c	HD 189567	5726.00	15.00	-15.00	0				0.83	0.01	-0.01	0				
HD 189733 b	HD 189733	5012.50	67.81	-67.81	0	0.78	0.01	-0.01	0.83	0.03	-0.03	0				
HD 189733 b	HD 189733	4875.00	43.00	-43.00	0	0.81	0.02	-0.02								
HD 189733 b	HD 189733	5050.00	20.00	-20.00	0	0.77	0.02	-0.02	0.81	0.04	-0.04	0				
HD 189733 b	HD 189733	5023.00	165.25	-119.73	0	0.78	0.05	-0.06	0.84	0.10	-0.11	0				
HD 189733 b	HD 189733	5023.00	165.25	-119.73	0	0.78	0.05	-0.06	0.84	0.10	-0.11	0				
HD 189733 b	HD 189733	5023.00	165.25	-119.73	0	0.78	0.05	-0.06	0.84	0.10	-0.11	0				
HD 189733 b	HD 189733															
HD 189733 b	HD 189733	5050.00	50.00	-50.00	0	0.75	0.03	-0.03	0.84	0.04	-0.04	0				
HD 189733 b	HD 189733	5040.00	50.00	-50.00	0	0.76	0.02	-0.02	0.81	0.05	-0.05	0				
HD 189733 b	HD 189733					0.77										
HD 189733 b	HD 189733	4875.00	43.00	-43.00	0	0.81	0.02	-0.02	0.85	0.05	-0.05	0				
HD 189733 b	HD 189733								0.84			0				
HD 189733 b	HD 189733															
HD 189733 b	HD 189733	5040.00	50.00	-50.00	0	0.76	0.02	-0.02	0.81	0.05	-0.05	0				
HD 189733 b	HD 189733	5040.00	50.00	-50.00	0	0.76	0.02	-0.02	0.81	0.05	-0.05	0	11.95	0.01	-0.01	0
HD 189733 b	HD 189733	5052.00	16.00	-16.00	0	0.75	0.01	-0.01	0.79	0.08	-0.08	0				
HD 189733 b	HD 189733	5023.00	165.25	-119.73	0	0.78	0.05	-0.06	0.84	0.10	-0.11	0				
HD 189733 b	HD 189733	5050.00	50.00	-50.00	0	0.76	0.01	-0.01	0.82	0.03	-0.03	0				
HD 190007 b	HD 190007	4610.00	20.00	-20.00	0	0.79	0.04	-0.04	0.77	0.02	-0.02	0	28.63	0.05	-0.05	0
HD 190360 b	HD 190360	5537.68	83.37	-83.37	0	1.17	0.03	-0.03	0.99	0.04	-0.04	0				
HD 190360 b	HD 190360	5551.00			0				0.96	0.10	-0.10	0				
HD 190360 b	HD 190360	5552.00	11.00	-11.00	0	1.14	0.02	-0.02	0.99	0.08	-0.08	0				
HD 190360 b	HD 190360	5549.00	100.43	-123.01	0	1.17	0.07	-0.03	0.98	0.15	-0.09	0				
HD 190360 b	HD 190360	5590.00	50.00	-50.00	0	1.13			0.96			0				
HD 190360 b	HD 190360								0.98	0.03	-0.05	0				
HD 190360 b	HD 190360	5549.00	100.43	-123.01	0	1.17	0.07	-0.03	0.98	0.15	-0.09	0				
HD 190360 c	HD 190360	5537.68	83.37	-83.37	0	1.17	0.03	-0.03	0.99	0.04	-0.04	0				
HD 190360 c	HD 190360	5549.00	100.43	-123.01	0	1.17	0.07	-0.03	0.98	0.15	-0.09	0				
HD 190360 c	HD 190360	5549.00	100.43	-123.01	0	1.17	0.07	-0.03	0.98	0.15	-0.09	0				
HD 190360 c	HD 190360	5551.00			0				0.96	0.10	-0.10	0				
HD 190647 b	HD 190647	5656.00	60.00	-60.00	0	1.38	0.09	-0.09	1.07	0.03	-0.03	0	42.00			0
HD 190647 b	HD 190647	5640.00	8.00	-8.00	0	1.45	0.02	-0.02	1.14	0.04	-0.04	0				
HD 190647 b	HD 190647	5628.00	20.00	-20.00	0				1.10	0.10	-0.10	0				
HD 190984 b	HD 190984	5988.00	25.00	-25.00	0	1.53			0.91			0				
HD 191806 b	HD 191806	6010.00	30.00	-30.00	0				1.14	0.12	-0.12	0	20.60	6.90	-6.90	0
HD 191939 b	HD 191939	5555.70	313.70	-313.70	0	0.92	0.05	-0.05								
HD 191939 b	HD 191939	5427.00	50.00	-50.00	0	0.94	0.02	-0.02	0.92	0.06	-0.06	0				
HD 191939 b	HD 191939	5348.00	100.00	-100.00	0	0.94	0.02	-0.02	0.81	0.04	-0.04	0				
HD 191939 c	HD 191939	5348.00	100.00	-100.00	0	0.94	0.02	-0.02	0.81	0.04	-0.04	0				
HD 191939 c	HD 191939	5427.00	50.00	-50.00	0	0.94	0.02	-0.02	0.92	0.06	-0.06	0				
HD 191939 c	HD 191939	5555.70	313.70	-313.70	0	0.92	0.05	-0.05								
HD 191939 d	HD 191939	5348.00	100.00	-100.00	0	0.94	0.02	-0.02	0.81	0.04	-0.04	0				
HD 191939 d	HD 191939	5427.00	50.00	-50.00	0	0.94	0.02	-0.02	0.92	0.06	-0.06	0				
HD 191939 e	HD 191939	5348.00	100.00	-100.00	0	0.94	0.02	-0.02	0.81	0.04	-0.04	0				
HD 191939 f	HD 191939	5348.00	100.00	-100.00	0	0.94	0.02	-0.02	0.81	0.04	-0.04	0				
HD 192263 b	HD 192263								0.74			0				
HD 192263 b	HD 192263	4998.15	97.05	-97.05	0	0.78	0.03	-0.03	0.82	0.03	-0.03	0				
HD 192263 b	HD 192263	4996.00	44.00	-44.00	0	0.73	0.01	-0.01	0.81	0.01	-0.01	0				
HD 192263 b	HD 192263	4995.00	50.00	-50.00	0				0.75			0				
HD 192263 b	HD 192263															
HD 192263 b	HD 192263															
HD 192263 b	HD 192263	4975.00			0				0.81			0				
HD 192263 b	HD 192263	4976.00	18.00	-18.00	0	0.74	0.01	-0.01	0.66	0.08	-0.08	0				
HD 192310 b	HD 192310	5181.11	63.09	-63.09	0	0.86	0.02	-0.02	0.84	0.03	-0.03	0				
HD 192310 b	HD 192310	5144.00	50.00	-50.00	0	0.73	0.02	-0.02	0.85	0.02	-0.02	0				
HD 192310 b	HD 192310	5166.00	49.00	-49.00	0				0.80			0				
HD 192310 c	HD 192310	5166.00	49.00	-49.00	0				0.80			0				
HD 192699 b	HD 192699	5041.00			0	4.41			1.38			0				
HD 192699 b	HD 192699	5164.00	63.00	-63.00	0	4.31	0.15	-0.15	1.61	0.51	-0.51	0				
HD 192699 b	HD 192699	5220.00	44.00	-44.00	0	3.90	0.06	-0.06	1.68	0.12	-0.12	0				
HD 192699 b	HD 192699								1.69	0.12	-0.12	0				
HD 195019 b	HD 195019	5751.00	21.00	-21.00	0	1.48	0.03	-0.03	1.21	0.08	-0.08	0				
HD 195019 b	HD 195019	5842.00	13.00	-13.00	0				1.06	0.05	-0.05	0				
HD 195019 b	HD 195019	5746.62	99.77	-99.77	0	1.56	0.04	-0.04	1.05	0.04	-0.04	0				
HD 195019 b	HD 195019	5750.00	101.57	-108.61	0	1.48	0.05	-0.08	1.03	0.16	-0.10	0				
HD 195019 b	HD 195019	5788.00			0				1.07			0				
HD 195019 b	HD 195019	5600.00			0				0.98	0.06	-0.06	0				
HD 195019 b	HD 195019	5750.00	101.57	-108.61	0	1.48	0.05	-0.08	1.03	0.16	-0.10	0				
HD 196050 b	HD 196050	5879.00	28.00	-28.00	0	1.42	0.03	-0.03	1.31	0.17	-0.17	0				
HD 196050 b	HD 196050	5918.00			0				1.10			0				
HD 196050 b	HD 196050	5590.00			0				1.13	0.10	-0.10	0				
HD 196050 b	HD 196050															
HD 196067 b	HD 196067								1.26	0.07	-0.07	0				
HD 196067 b	HD 196067	6017.00	46.00	-46.00	0	1.73	0.21	-0.21	1.29	0.08	-0.08	0				
HD 19615 b	HD 19615	4263.00	38.00	-38.00	0	32.30	0.90	-0.90	1.10	0.10	-0.10	0				
HD 196885 A b	HD 196885 A	6254.00	44.00	-44.00	0	1.31	0.05	-0.05	1.28	0.05	-0.05	0				
HD 196885 A b	HD 196885 A	6340.00	39.00	-39.00	0				1.33			0				
HD 196885 A b	HD 196885 A	6172.00	93.33	-114.67	0	1.43	0.06	-0.05	1.18	0.19	-0.13	0				
HD 197037 b	HD 197037	6150.00	100.00	-100.00	0				1.11			0				
HD 19994 b	HD 19994	6217.00			0				1.34			0				
HD 19994 b	HD 19994	6188.00	44.00	-44.00	0				1.36	0.04	-0.04	0				
HD 20003 b	HD 20003	5494.00	27.00	-27.00	0				0.88			0	38.90	4.00	-4.00	0
HD 20003 c	HD 20003	5494.00	27.00	-27.00	0				0.88			0	38.90	4.00	-4.00	0
HD 200964 b	HD 200964	4982.00			0	4.92			1.39			0				
HD 200964 b	HD 200964	5079.00	17.00	-17.00	0	4.69	0.20	-0.20	1.97	0.44	-0.44	0				
