# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:33:05 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rotp:        Stellar Rotational Period [days]
#
pl_name,hostname,st_teff,st_rad,st_mass,st_rotp
Kepler-135 b,Kepler-135,6388.00,1.21,1.19,
Kepler-135 b,Kepler-135,5990.67,1.56,1.10,
Kepler-135 b,Kepler-135,6014.00,1.43,,
Kepler-135 b,Kepler-135,6337.00,1.21,1.14,
Kepler-135 b,Kepler-135,6388.00,1.21,1.19,
Kepler-135 b,Kepler-135,6204.00,1.36,1.26,
Kepler-135 b,Kepler-135,5990.67,1.56,1.10,
Kepler-135 b,Kepler-135,6388.00,1.21,1.19,
Kepler-135 b,Kepler-135,6090.00,1.27,,
Kepler-135 b,Kepler-135,6251.00,1.35,1.25,
Kepler-135 c,Kepler-135,6388.00,1.21,1.19,
Kepler-135 c,Kepler-135,6014.00,1.43,,
Kepler-135 c,Kepler-135,6090.00,1.27,,
Kepler-135 c,Kepler-135,5990.67,1.56,1.10,
Kepler-135 c,Kepler-135,6251.00,1.35,1.25,
Kepler-135 c,Kepler-135,5990.67,1.56,1.10,
Kepler-135 c,Kepler-135,6388.00,1.21,1.19,
Kepler-135 c,Kepler-135,6337.00,1.21,1.14,
Kepler-135 c,Kepler-135,6388.00,1.21,1.19,
Kepler-135 c,Kepler-135,6204.00,1.36,1.26,
Kepler-1350 b,Kepler-1350,3831.00,0.62,0.50,
Kepler-1350 b,Kepler-1350,3786.00,0.53,0.53,
Kepler-1350 b,Kepler-1350,3698.00,0.53,,
Kepler-1350 b,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 b,Kepler-1350,3786.00,0.53,0.53,
Kepler-1350 b,Kepler-1350,3786.00,0.53,0.53,
Kepler-1350 b,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 b,Kepler-1350,3827.00,0.53,0.55,
Kepler-1350 b,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 b,Kepler-1350,3698.00,0.44,0.46,
Kepler-1350 c,Kepler-1350,3827.00,0.53,0.55,
Kepler-1350 c,Kepler-1350,3786.00,0.53,0.53,
Kepler-1350 c,Kepler-1350,3786.00,0.53,0.53,
Kepler-1350 c,Kepler-1350,3698.00,0.53,,
Kepler-1350 c,Kepler-1350,3831.00,0.62,0.50,
Kepler-1350 c,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 c,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 c,Kepler-1350,3698.00,0.44,0.47,
Kepler-1350 c,Kepler-1350,3698.00,0.44,0.46,
Kepler-1351 b,Kepler-1351,4374.00,0.61,0.60,
Kepler-1351 b,Kepler-1351,4374.00,0.61,0.60,
Kepler-1351 b,Kepler-1351,4439.00,0.67,0.70,
Kepler-1351 b,Kepler-1351,4365.00,0.56,,
Kepler-1351 b,Kepler-1351,4374.00,0.61,0.60,
Kepler-1351 b,Kepler-1351,4321.49,0.58,0.68,
Kepler-1351 b,Kepler-1351,4374.00,0.61,0.60,
Kepler-1351 b,Kepler-1351,4321.49,0.58,0.68,
Kepler-1351 b,Kepler-1351,4410.00,0.58,0.61,
Kepler-1352 b,Kepler-1352,6324.00,1.11,1.02,
Kepler-1352 b,Kepler-1352,5870.00,1.26,,
Kepler-1352 b,Kepler-1352,6324.00,1.13,1.02,
Kepler-1352 b,Kepler-1352,5924.31,1.28,1.08,
Kepler-1352 b,Kepler-1352,5924.31,1.28,1.08,
Kepler-1352 b,Kepler-1352,6118.00,1.16,1.11,
Kepler-1352 b,Kepler-1352,6333.00,1.23,1.14,
Kepler-1352 b,Kepler-1352,6324.00,1.13,1.02,
Kepler-1352 b,Kepler-1352,6324.00,1.13,1.02,
Kepler-1353 b,Kepler-1353,4847.00,0.71,,
Kepler-1353 b,Kepler-1353,4852.00,0.80,0.78,
Kepler-1353 b,Kepler-1353,4769.00,0.66,0.68,
Kepler-1353 b,Kepler-1353,4776.00,0.72,0.76,
Kepler-1353 b,Kepler-1353,4684.00,0.75,0.75,
Kepler-1353 b,Kepler-1353,4852.00,0.80,0.78,
Kepler-1353 b,Kepler-1353,4852.00,0.80,0.78,
Kepler-1353 b,Kepler-1353,4684.00,0.75,0.75,
Kepler-1353 b,Kepler-1353,4852.00,0.80,0.78,
Kepler-1353 b,Kepler-1353,4684.00,0.75,0.75,
Kepler-1354 b,Kepler-1354,6170.00,1.02,0.99,
Kepler-1354 b,Kepler-1354,6170.00,1.02,0.99,
Kepler-1354 b,Kepler-1354,6170.00,1.02,0.99,
Kepler-1354 b,Kepler-1354,6168.00,1.24,1.16,
Kepler-1354 b,Kepler-1354,5843.03,1.38,1.05,
Kepler-1354 b,Kepler-1354,6185.00,1.07,1.08,
Kepler-1354 b,Kepler-1354,5843.03,1.38,1.05,
Kepler-1354 b,Kepler-1354,6170.00,1.34,,
Kepler-1354 b,Kepler-1354,6173.00,1.03,0.99,
Kepler-1355 b,Kepler-1355,5471.00,0.81,0.90,
Kepler-1355 b,Kepler-1355,5352.00,0.83,0.88,
Kepler-1355 b,Kepler-1355,5255.00,0.83,0.90,
Kepler-1355 b,Kepler-1355,5444.00,0.78,0.88,
Kepler-1355 b,Kepler-1355,5471.00,0.81,0.90,
Kepler-1355 b,Kepler-1355,5255.00,0.83,0.90,
Kepler-1355 b,Kepler-1355,5475.00,0.77,,
Kepler-1355 b,Kepler-1355,5467.00,0.81,0.91,
Kepler-1355 b,Kepler-1355,5471.00,0.81,0.90,
Kepler-1356 b,Kepler-1356,5238.00,0.75,0.84,
Kepler-1356 b,Kepler-1356,5226.00,0.75,0.84,
Kepler-1356 b,Kepler-1356,5034.00,0.68,0.88,
Kepler-1356 b,Kepler-1356,5238.00,0.75,0.84,
Kepler-1356 b,Kepler-1356,5238.00,0.75,0.84,
Kepler-1356 b,Kepler-1356,5228.00,0.74,,
Kepler-1356 b,Kepler-1356,4993.00,0.76,0.83,
Kepler-1356 b,Kepler-1356,4993.00,0.76,0.83,
Kepler-1356 b,Kepler-1356,5106.00,0.78,0.82,
Kepler-1357 b,Kepler-1357,5597.00,0.90,0.93,
Kepler-1357 b,Kepler-1357,5834.00,0.80,0.88,
Kepler-1357 b,Kepler-1357,5834.00,0.80,0.88,
Kepler-1357 b,Kepler-1357,5708.00,0.89,,
Kepler-1357 b,Kepler-1357,5900.00,0.90,1.01,
Kepler-1357 b,Kepler-1357,5608.00,0.90,0.99,
Kepler-1357 b,Kepler-1357,5713.00,0.89,1.01,
Kepler-1357 b,Kepler-1357,5608.00,0.90,0.99,
Kepler-1357 b,Kepler-1357,5834.00,0.80,0.88,
Kepler-1358 b,Kepler-1358,5297.00,0.78,,
Kepler-1358 b,Kepler-1358,5305.00,0.82,0.75,
Kepler-1358 b,Kepler-1358,5134.00,0.79,0.87,
Kepler-1358 b,Kepler-1358,5181.00,0.79,0.82,
Kepler-1358 b,Kepler-1358,5305.00,0.82,0.75,
Kepler-1358 b,Kepler-1358,5305.00,0.82,0.75,
Kepler-1358 b,Kepler-1358,5318.00,0.86,0.80,
Kepler-1358 b,Kepler-1358,5305.00,0.82,0.75,
Kepler-1358 b,Kepler-1358,5134.00,0.79,0.87,
Kepler-1359 b,Kepler-1359,4581.00,0.70,0.72,
Kepler-1359 b,Kepler-1359,4709.00,0.72,0.78,
Kepler-1359 b,Kepler-1359,4699.00,0.66,,
Kepler-1359 b,Kepler-1359,4652.00,1.04,0.88,
Kepler-1359 b,Kepler-1359,4817.00,0.83,0.80,
Kepler-1359 b,Kepler-1359,4817.00,0.83,0.80,
Kepler-1359 b,Kepler-1359,4817.00,0.83,0.80,
Kepler-1359 b,Kepler-1359,4817.00,0.83,0.80,
Kepler-1359 b,Kepler-1359,4581.00,0.70,0.72,
Kepler-136 b,Kepler-136,6158.00,1.21,1.20,
Kepler-136 b,Kepler-136,6187.46,1.49,1.19,
Kepler-136 b,Kepler-136,6248.00,1.46,,
Kepler-136 b,Kepler-136,6187.46,1.49,1.19,
Kepler-136 b,Kepler-136,6156.00,1.19,1.17,
Kepler-136 b,Kepler-136,6187.46,1.49,1.19,
Kepler-136 b,Kepler-136,,1.19,1.17,
Kepler-136 b,Kepler-136,6156.00,1.19,1.17,
Kepler-136 b,Kepler-136,6193.00,1.29,1.21,
Kepler-136 b,Kepler-136,6156.00,1.19,1.17,
Kepler-136 b,Kepler-136,6165.00,1.35,,
Kepler-136 b,Kepler-136,6156.00,1.30,1.19,
Kepler-136 c,Kepler-136,6187.46,1.49,1.19,
Kepler-136 c,Kepler-136,6248.00,1.46,,
Kepler-136 c,Kepler-136,6193.00,1.29,1.21,
Kepler-136 c,Kepler-136,6187.46,1.49,1.19,
Kepler-136 c,Kepler-136,6158.00,1.21,1.20,
Kepler-136 c,Kepler-136,6187.46,1.49,1.19,
Kepler-136 c,Kepler-136,6156.00,1.30,1.19,
Kepler-136 c,Kepler-136,,1.19,1.17,
Kepler-136 c,Kepler-136,6156.00,1.19,1.17,
Kepler-136 c,Kepler-136,6165.00,1.35,,
Kepler-136 c,Kepler-136,6156.00,1.19,1.17,
Kepler-136 c,Kepler-136,6156.00,1.19,1.17,
Kepler-1360 b,Kepler-1360,6269.00,1.16,1.24,
Kepler-1360 b,Kepler-1360,6680.50,2.16,1.41,
Kepler-1360 b,Kepler-1360,6680.50,2.16,1.41,
Kepler-1360 b,Kepler-1360,6778.00,1.83,1.51,
Kepler-1360 b,Kepler-1360,6443.00,3.09,1.91,
Kepler-1360 b,Kepler-1360,6269.00,1.16,1.24,
Kepler-1360 b,Kepler-1360,6438.00,2.10,,
Kepler-1360 b,Kepler-1360,6269.00,1.16,1.24,
Kepler-1360 b,Kepler-1360,6680.50,2.16,1.41,
Kepler-1360 b,Kepler-1360,6182.00,1.00,1.10,
Kepler-1361 b,Kepler-1361,5037.00,0.77,,
Kepler-1361 b,Kepler-1361,5213.00,0.92,0.83,
Kepler-1361 b,Kepler-1361,5213.00,0.92,0.83,
Kepler-1361 b,Kepler-1361,5213.00,0.92,0.83,
Kepler-1361 b,Kepler-1361,5213.00,0.92,0.83,
Kepler-1361 b,Kepler-1361,5131.00,0.79,0.83,
Kepler-1361 b,Kepler-1361,5025.35,0.80,0.84,
Kepler-1361 b,Kepler-1361,5025.35,0.80,0.84,
Kepler-1361 b,Kepler-1361,5122.00,0.77,0.76,
Kepler-1362 b,Kepler-1362,4654.00,0.77,0.74,
Kepler-1362 b,Kepler-1362,4650.00,0.69,0.70,
Kepler-1362 b,Kepler-1362,4786.00,0.67,0.69,
Kepler-1362 b,Kepler-1362,4650.00,0.69,0.70,
Kepler-1362 b,Kepler-1362,4654.00,0.77,0.74,
Kepler-1362 b,Kepler-1362,4648.00,0.68,0.71,
Kepler-1362 b,Kepler-1362,4654.00,0.77,0.74,
Kepler-1362 b,Kepler-1362,4651.00,0.72,,
Kepler-1362 b,Kepler-1362,4857.00,0.74,0.80,
Kepler-1362 b,Kepler-1362,4650.00,0.69,0.70,
Kepler-1363 b,Kepler-1363,4901.00,0.76,0.73,
Kepler-1363 b,Kepler-1363,4901.00,0.76,0.73,
Kepler-1363 b,Kepler-1363,4901.00,0.76,0.73,
Kepler-1363 b,Kepler-1363,4901.00,0.76,0.73,
Kepler-1363 b,Kepler-1363,4888.00,0.70,,
Kepler-1363 b,Kepler-1363,4612.69,0.76,0.73,
Kepler-1363 b,Kepler-1363,4612.69,0.76,0.73,
Kepler-1363 b,Kepler-1363,4863.00,0.69,0.70,
Kepler-1363 b,Kepler-1363,4839.00,0.72,0.76,
Kepler-1364 b,Kepler-1364,6982.00,1.58,1.41,
Kepler-1364 b,Kepler-1364,6805.00,1.79,1.49,
Kepler-1364 b,Kepler-1364,7007.00,1.44,1.37,
Kepler-1364 b,Kepler-1364,6982.00,1.58,1.41,
Kepler-1364 b,Kepler-1364,6995.00,2.27,1.58,
Kepler-1364 b,Kepler-1364,6982.00,1.58,1.41,
Kepler-1364 b,Kepler-1364,,,,
Kepler-1364 b,Kepler-1364,,,,
Kepler-1364 b,Kepler-1364,,,,
Kepler-1365 b,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 b,Kepler-1365,5700.00,1.65,,
Kepler-1365 b,Kepler-1365,5770.00,1.05,1.00,
Kepler-1365 b,Kepler-1365,5789.00,0.90,0.96,
Kepler-1365 b,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 b,Kepler-1365,5646.27,1.70,1.00,
Kepler-1365 b,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 b,Kepler-1365,5727.00,1.10,0.95,
Kepler-1365 b,Kepler-1365,5646.27,1.70,1.00,
Kepler-1365 c,Kepler-1365,5789.00,0.90,0.96,
Kepler-1365 c,Kepler-1365,5646.27,1.70,1.00,
Kepler-1365 c,Kepler-1365,5700.00,1.65,,
Kepler-1365 c,Kepler-1365,5646.27,1.70,1.00,
Kepler-1365 c,Kepler-1365,5770.00,1.05,1.00,
Kepler-1365 c,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 c,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 c,Kepler-1365,5831.00,0.92,1.02,
Kepler-1365 c,Kepler-1365,5727.00,1.10,0.95,
Kepler-1366 b,Kepler-1366,3934.00,0.68,0.65,
Kepler-1366 b,Kepler-1366,4025.00,0.63,0.54,
Kepler-1366 b,Kepler-1366,3934.00,0.68,0.65,
Kepler-1366 b,Kepler-1366,4070.00,0.60,0.62,
Kepler-1366 b,Kepler-1366,3900.00,0.54,0.55,
Kepler-1366 b,Kepler-1366,3900.00,0.54,0.55,
Kepler-1366 b,Kepler-1366,3941.00,0.55,0.58,
Kepler-1366 b,Kepler-1366,3900.00,0.54,0.55,
Kepler-1366 b,Kepler-1366,3943.00,0.68,,
Kepler-1367 b,Kepler-1367,4121.00,0.53,0.56,
Kepler-1367 b,Kepler-1367,4342.00,0.63,,
Kepler-1367 b,Kepler-1367,3954.00,0.55,0.57,
Kepler-1367 b,Kepler-1367,3954.00,0.55,0.57,
Kepler-1367 b,Kepler-1367,4106.00,0.60,0.62,
Kepler-1367 b,Kepler-1367,4313.00,0.65,0.73,
Kepler-1367 b,Kepler-1367,4015.00,0.73,0.63,
Kepler-1367 b,Kepler-1367,3954.00,0.55,0.57,
Kepler-1367 b,Kepler-1367,4015.00,0.73,0.63,
Kepler-1368 b,Kepler-1368,5966.00,0.96,1.05,
Kepler-1368 b,Kepler-1368,5966.00,0.96,1.05,
Kepler-1368 b,Kepler-1368,5983.00,0.99,,
Kepler-1368 b,Kepler-1368,5906.00,1.08,1.07,
Kepler-1368 b,Kepler-1368,5966.00,0.96,1.05,
Kepler-1368 b,Kepler-1368,5966.00,0.96,1.05,
Kepler-1368 b,Kepler-1368,5632.00,1.11,1.00,
Kepler-1368 b,Kepler-1368,5718.00,0.91,1.05,
Kepler-1368 b,Kepler-1368,5632.00,1.11,1.00,
Kepler-1369 b,Kepler-1369,5679.00,1.02,1.01,
Kepler-1369 b,Kepler-1369,5679.00,1.02,1.01,
Kepler-1369 b,Kepler-1369,5987.00,1.07,1.00,
Kepler-1369 b,Kepler-1369,5679.00,1.02,1.01,
Kepler-1369 b,Kepler-1369,5761.00,0.99,0.99,
Kepler-1369 b,Kepler-1369,6036.00,1.09,1.05,
Kepler-1369 b,Kepler-1369,6037.00,0.97,,
Kepler-1369 b,Kepler-1369,6036.00,1.09,1.05,
Kepler-1369 b,Kepler-1369,6036.00,1.09,1.05,
Kepler-1369 b,Kepler-1369,6036.00,1.09,1.05,
Kepler-137 b,Kepler-137,5268.00,0.81,0.87,
Kepler-137 b,Kepler-137,5187.00,0.80,,
Kepler-137 b,Kepler-137,5265.00,0.86,0.90,
Kepler-137 b,Kepler-137,5237.00,0.86,,
Kepler-137 b,Kepler-137,5265.00,0.86,0.90,
Kepler-137 b,Kepler-137,5348.00,0.86,0.91,
Kepler-137 b,Kepler-137,5343.00,0.81,0.91,
Kepler-137 b,Kepler-137,5188.00,0.80,0.81,
Kepler-137 b,Kepler-137,5343.00,0.81,0.91,
Kepler-137 b,Kepler-137,5265.00,0.86,0.90,
Kepler-137 b,Kepler-137,5343.00,0.81,0.91,
Kepler-137 c,Kepler-137,5268.00,0.81,0.87,
Kepler-137 c,Kepler-137,5343.00,0.81,0.91,
Kepler-137 c,Kepler-137,5343.00,0.81,0.91,
Kepler-137 c,Kepler-137,5188.00,0.80,0.81,
Kepler-137 c,Kepler-137,5265.00,0.86,0.90,
Kepler-137 c,Kepler-137,5348.00,0.86,0.91,
Kepler-137 c,Kepler-137,5187.00,0.80,,
Kepler-137 c,Kepler-137,5237.00,0.86,,
Kepler-137 c,Kepler-137,5265.00,0.86,0.90,
Kepler-137 c,Kepler-137,5343.00,0.81,0.91,
Kepler-1370 b,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 b,Kepler-1370,6190.00,1.50,,
Kepler-1370 b,Kepler-1370,6212.47,1.46,1.20,
Kepler-1370 b,Kepler-1370,6212.47,1.46,1.20,
Kepler-1370 b,Kepler-1370,6234.00,1.21,1.10,
Kepler-1370 b,Kepler-1370,5937.00,1.29,1.08,
Kepler-1370 b,Kepler-1370,6212.47,1.46,1.20,
Kepler-1370 b,Kepler-1370,6202.00,1.29,1.19,
Kepler-1370 b,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 b,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 c,Kepler-1370,5937.00,1.29,1.08,
Kepler-1370 c,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 c,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 c,Kepler-1370,6212.47,1.46,1.20,
Kepler-1370 c,Kepler-1370,6190.00,1.50,,
Kepler-1370 c,Kepler-1370,6202.00,1.29,1.19,
Kepler-1370 c,Kepler-1370,6234.00,1.21,1.10,
Kepler-1370 c,Kepler-1370,6292.00,1.28,1.25,
Kepler-1370 c,Kepler-1370,6212.47,1.46,1.20,
Kepler-1371 b,Kepler-1371,5361.00,0.83,0.87,
Kepler-1371 b,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 b,Kepler-1371,5464.00,0.88,0.84,
Kepler-1371 b,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 b,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 b,Kepler-1371,5378.93,0.92,0.93,
Kepler-1371 b,Kepler-1371,5378.93,0.92,0.93,
Kepler-1371 b,Kepler-1371,5260.00,0.96,,
Kepler-1371 b,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 c,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 c,Kepler-1371,5378.93,0.92,0.93,
Kepler-1371 c,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 c,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 c,Kepler-1371,5260.00,0.96,,
Kepler-1371 c,Kepler-1371,5361.00,0.83,0.87,
Kepler-1371 c,Kepler-1371,5374.00,0.72,0.68,
Kepler-1371 c,Kepler-1371,5464.00,0.88,0.84,
Kepler-1372 b,Kepler-1372,5926.00,0.96,1.07,
Kepler-1372 b,Kepler-1372,5677.00,0.97,0.98,
Kepler-1372 b,Kepler-1372,5928.00,1.06,,
Kepler-1372 b,Kepler-1372,5926.00,0.96,1.07,
Kepler-1372 b,Kepler-1372,5870.00,0.89,1.00,
Kepler-1372 b,Kepler-1372,5926.00,0.96,1.07,
Kepler-1372 b,Kepler-1372,5926.00,0.96,1.07,
Kepler-1372 b,Kepler-1372,5567.00,1.09,0.98,
Kepler-1372 b,Kepler-1372,5567.00,1.09,0.98,
Kepler-1373 b,Kepler-1373,6376.00,1.09,1.16,
Kepler-1373 b,Kepler-1373,6341.00,1.03,1.08,
Kepler-1373 b,Kepler-1373,6280.00,2.09,,
Kepler-1373 b,Kepler-1373,6341.00,1.03,1.08,
Kepler-1373 b,Kepler-1373,6299.00,1.33,1.22,
Kepler-1373 b,Kepler-1373,6341.00,1.03,1.08,
Kepler-1373 b,Kepler-1373,6384.00,1.09,1.13,
Kepler-1373 b,Kepler-1373,6336.00,2.02,1.25,
Kepler-1373 b,Kepler-1373,6336.00,2.02,1.25,
Kepler-1374 b,Kepler-1374,5607.00,0.75,,
Kepler-1374 b,Kepler-1374,5323.00,0.81,0.85,
Kepler-1374 b,Kepler-1374,5319.00,0.77,0.92,
Kepler-1374 b,Kepler-1374,5602.00,0.82,0.91,
Kepler-1374 b,Kepler-1374,5319.00,0.77,0.92,
Kepler-1374 b,Kepler-1374,5614.00,0.83,0.91,
Kepler-1374 b,Kepler-1374,5614.00,0.83,0.91,
Kepler-1374 b,Kepler-1374,5319.00,0.77,0.92,
Kepler-1374 b,Kepler-1374,5392.00,0.57,0.92,
Kepler-1374 b,Kepler-1374,5614.00,0.83,0.91,
Kepler-1375 b,Kepler-1375,6277.00,1.21,1.07,
Kepler-1375 b,Kepler-1375,6535.29,2.01,1.35,
Kepler-1375 b,Kepler-1375,6333.00,1.44,1.28,
Kepler-1375 b,Kepler-1375,6335.00,2.13,,
Kepler-1375 b,Kepler-1375,6535.29,2.01,1.35,
Kepler-1375 b,Kepler-1375,6277.00,1.21,1.07,
Kepler-1375 b,Kepler-1375,6260.00,1.24,1.12,
Kepler-1375 b,Kepler-1375,6704.00,1.78,1.47,
Kepler-1375 b,Kepler-1375,6277.00,1.21,1.07,
Kepler-1376 b,Kepler-1376,5528.00,1.01,0.97,
Kepler-1376 b,Kepler-1376,5914.00,0.95,1.01,
Kepler-1376 b,Kepler-1376,5914.00,0.95,1.01,
Kepler-1376 b,Kepler-1376,5914.00,0.95,1.01,
Kepler-1376 b,Kepler-1376,5911.00,0.95,,
Kepler-1376 b,Kepler-1376,5528.00,1.01,0.97,
Kepler-1376 b,Kepler-1376,5659.00,0.97,0.98,
Kepler-1376 b,Kepler-1376,5880.00,0.93,0.98,
Kepler-1376 b,Kepler-1376,5914.00,0.95,1.01,
Kepler-1377 b,Kepler-1377,5618.00,0.87,0.87,
Kepler-1377 b,Kepler-1377,5271.00,0.86,0.90,
Kepler-1377 b,Kepler-1377,5618.00,0.87,0.87,
Kepler-1377 b,Kepler-1377,5618.00,0.87,0.87,
Kepler-1377 b,Kepler-1377,5218.00,0.82,0.86,
Kepler-1377 b,Kepler-1377,5613.00,0.89,0.89,
Kepler-1377 b,Kepler-1377,5618.00,0.87,0.87,
Kepler-1377 b,Kepler-1377,5271.00,0.86,0.90,
Kepler-1378 b,Kepler-1378,4353.00,0.60,,
Kepler-1378 b,Kepler-1378,4262.00,0.65,0.67,
Kepler-1378 b,Kepler-1378,4407.00,0.67,0.70,
Kepler-1378 b,Kepler-1378,4262.00,0.65,0.67,
Kepler-1378 b,Kepler-1378,4359.00,0.66,0.65,
Kepler-1378 b,Kepler-1378,4359.00,0.66,0.65,
Kepler-1378 b,Kepler-1378,4359.00,0.66,0.65,
Kepler-1378 b,Kepler-1378,4262.00,0.65,0.67,
Kepler-1378 b,Kepler-1378,4359.00,0.66,0.65,
Kepler-1378 b,Kepler-1378,4187.00,0.72,0.63,
Kepler-1379 b,Kepler-1379,5260.00,0.78,0.86,
Kepler-1379 b,Kepler-1379,5201.90,0.77,0.88,
Kepler-1379 b,Kepler-1379,5260.00,0.78,0.86,
Kepler-1379 b,Kepler-1379,5188.00,0.79,0.83,
Kepler-1379 b,Kepler-1379,5266.00,0.82,,
Kepler-1379 b,Kepler-1379,5268.00,0.78,0.87,
Kepler-1379 b,Kepler-1379,5260.00,0.78,0.86,
Kepler-1379 b,Kepler-1379,5201.90,0.77,0.88,
Kepler-1379 b,Kepler-1379,5068.00,0.79,0.92,
Kepler-138 b,Kepler-138,3841.00,0.50,0.52,
Kepler-138 b,Kepler-138,,0.58,0.55,
Kepler-138 b,Kepler-138,3900.00,0.61,0.53,
Kepler-138 b,Kepler-138,3847.00,0.54,,
Kepler-138 b,Kepler-138,3880.00,0.54,0.54,
Kepler-138 b,Kepler-138,4079.00,0.53,,
Kepler-138 b,Kepler-138,3809.00,0.53,0.56,
Kepler-138 b,Kepler-138,3841.00,0.50,0.52,
Kepler-138 b,Kepler-138,,0.55,0.59,
Kepler-138 b,Kepler-138,3846.00,0.50,0.51,
Kepler-138 b,Kepler-138,3841.00,0.50,0.52,
Kepler-138 b,Kepler-138,3871.00,0.55,0.59,
Kepler-138 b,Kepler-138,3726.00,0.45,0.47,
Kepler-138 b,Kepler-138,3841.00,0.44,0.52,
Kepler-138 c,Kepler-138,3871.00,0.54,0.57,
Kepler-138 c,Kepler-138,3841.00,0.50,0.52,
Kepler-138 c,Kepler-138,3847.00,0.54,,
Kepler-138 c,Kepler-138,3880.00,0.54,0.54,
Kepler-138 c,Kepler-138,3900.00,0.61,0.53,
Kepler-138 c,Kepler-138,3871.00,0.55,0.59,
Kepler-138 c,Kepler-138,3841.00,0.50,0.52,
Kepler-138 c,Kepler-138,3846.00,0.50,0.51,
Kepler-138 c,Kepler-138,3841.00,0.50,0.52,
Kepler-138 c,Kepler-138,3841.00,0.50,0.52,
Kepler-138 c,Kepler-138,3726.00,0.45,0.47,
Kepler-138 c,Kepler-138,,0.55,0.59,
Kepler-138 c,Kepler-138,3841.00,0.44,0.52,
Kepler-138 c,Kepler-138,3880.00,0.54,0.54,
Kepler-138 c,Kepler-138,,0.58,0.55,
Kepler-138 c,Kepler-138,3880.00,0.54,0.54,
Kepler-138 c,Kepler-138,3809.00,0.53,0.56,
Kepler-138 d,Kepler-138,3726.00,0.45,0.47,
Kepler-138 d,Kepler-138,3900.00,0.61,0.53,
Kepler-138 d,Kepler-138,3846.00,0.50,0.51,
Kepler-138 d,Kepler-138,3880.00,0.54,0.54,
Kepler-138 d,Kepler-138,3841.00,0.50,0.52,
Kepler-138 d,Kepler-138,3809.00,0.53,0.56,
Kepler-138 d,Kepler-138,3847.00,0.54,,
Kepler-138 d,Kepler-138,,0.58,0.55,
Kepler-138 d,Kepler-138,3841.00,0.44,0.52,
Kepler-138 d,Kepler-138,3841.00,0.50,0.52,
Kepler-138 d,Kepler-138,3841.00,0.50,0.52,
Kepler-138 d,Kepler-138,3841.00,0.50,0.52,
Kepler-138 d,Kepler-138,3871.00,0.54,0.57,
Kepler-138 d,Kepler-138,3880.00,0.54,0.54,
Kepler-138 d,Kepler-138,3871.00,0.55,0.59,
Kepler-1380 b,Kepler-1380,5708.00,0.89,0.97,
Kepler-1380 b,Kepler-1380,5708.00,0.89,0.97,
Kepler-1380 b,Kepler-1380,5669.00,0.86,0.93,
Kepler-1380 b,Kepler-1380,5324.00,2.03,0.92,
Kepler-1380 b,Kepler-1380,5708.00,0.89,0.97,
Kepler-1380 b,Kepler-1380,5708.00,0.89,0.97,
Kepler-1380 b,Kepler-1380,5570.00,0.94,0.96,
Kepler-1380 b,Kepler-1380,5707.00,1.93,,
Kepler-1380 b,Kepler-1380,5324.00,2.03,0.92,
Kepler-1381 b,Kepler-1381,6137.00,0.99,1.07,
Kepler-1381 b,Kepler-1381,6138.00,0.83,,
Kepler-1381 b,Kepler-1381,6137.00,0.99,1.07,
Kepler-1381 b,Kepler-1381,6137.00,0.99,1.07,
Kepler-1381 b,Kepler-1381,6137.00,0.99,1.07,
Kepler-1381 b,Kepler-1381,5672.00,0.90,1.01,
Kepler-1381 b,Kepler-1381,6119.00,0.98,1.08,
Kepler-1381 b,Kepler-1381,5672.00,0.90,1.01,
Kepler-1381 b,Kepler-1381,5747.00,0.94,0.96,
Kepler-1381 b,Kepler-1381,5672.00,0.90,1.01,
Kepler-1382 b,Kepler-1382,6054.00,1.76,1.13,
